date_time;location_description;latitude;longitude;count;device_id;point
2021-01-23T00:02:05+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1009;lst25275720;-37.568927, 143.866722
2021-01-23T02:02:05+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1104;lst25275720;-37.568927, 143.866722
2021-01-23T05:02:05+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1341;lst25275720;-37.568927, 143.866722
2021-01-23T09:02:05+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1515;lst25275720;-37.568927, 143.866722
2021-01-23T10:02:05+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1526;lst25275720;-37.568927, 143.866722
2021-01-23T20:02:04+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1536;lst25275720;-37.568927, 143.866722
2021-01-23T20:48:38+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;124;cob-ped001;-37.568927, 143.866722
2021-01-23T22:02:04+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1549;lst25275720;-37.568927, 143.866722
2021-01-23T23:02:04+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1551;lst25275720;-37.568927, 143.866722
2021-01-24T01:02:05+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1595;lst25275720;-37.568927, 143.866722
2021-01-24T04:02:04+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1747;lst25275720;-37.568927, 143.866722
2021-01-24T07:02:04+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1836;lst25275720;-37.568927, 143.866722
2021-01-24T19:40:28+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;0;cob-ped001;-37.568927, 143.866722
2021-01-24T23:02:04+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1842;lst25275720;-37.568927, 143.866722
2021-01-25T02:02:04+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1844;lst25275720;-37.568927, 143.866722
2021-01-25T09:34:00+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1;cob-ped001;-37.568927, 143.866722
2021-01-25T10:02:03+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1844;lst25275720;-37.568927, 143.866722
2021-01-25T12:02:03+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1844;lst25275720;-37.568927, 143.866722
2021-01-25T16:30:48+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;0;cob-ped001;-37.568927, 143.866722
2021-01-25T19:02:02+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;1844;lst25275720;-37.568927, 143.866722
2021-01-25T20:28:58+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;0;cob-ped001;-37.568927, 143.866722
2021-01-26T00:27:21+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;32;cob-ped001;-37.568927, 143.866722
2021-01-26T02:26:40+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;47;cob-ped001;-37.568927, 143.866722
2021-01-26T03:26:21+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;87;cob-ped001;-37.568927, 143.866722
2021-01-26T04:26:17+00:00;Llanberris Athletics Reserve;-37.568927;143.866722;76;cob-ped001;-37.568927, 143.866722
